"total env step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-33-38_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","12-32-02_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - _step__MAX","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","05-18-26_halfcheetah-medium-v2_dipo_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - _step__MAX","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MIN","23-44-59_halfcheetah-medium-v2_clone_diffusion_mlp_ta4_td20 - avg episode reward - train__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-53_halfcheetah-medium-v2_vpg_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-46_halfcheetah-medium-v2_ppo_ddim_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - _step__MAX","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MIN","23-44-40_halfcheetah-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10 - avg episode reward - train__MAX"
"15760000","218","218","218","3751.596926200144","3751.596926200144","3751.596926200144","218","218","218","4024.0314798064064","4024.0314798064064","4024.0314798064064","218","218","218","3988.0531641450107","3988.0531641450107","3988.0531641450107","218","218","218","4057.6856827414326","4057.6856827414326","4057.6856827414326","218","218","218","4400.157277751098","4400.157277751098","4400.157277751098","218","218","218","4049.9761883866595","4049.9761883866595","4049.9761883866595","218","218","218","4547.397401037941","4547.397401037941","4547.397401037941"
"15840000","219","219","219","3974.474780857039","3974.474780857039","3974.474780857039","219","219","219","4020.91044194999","4020.91044194999","4020.91044194999","219","219","219","3990.3691716753456","3990.3691716753456","3990.3691716753456","219","219","219","4084.4288567937756","4084.4288567937756","4084.4288567937756","219","219","219","4341.444076597693","4341.444076597693","4341.444076597693","219","219","219","4150.731812026951","4150.731812026951","4150.731812026951","219","219","219","4541.440594547426","4541.440594547426","4541.440594547426"
"15920000","221","221","221","3978.37575044664","3978.37575044664","3978.37575044664","221","221","221","4072.641275282383","4072.641275282383","4072.641275282383","221","221","221","4009.539661433476","4009.539661433476","4009.539661433476","221","221","221","3979.7504894385884","3979.7504894385884","3979.7504894385884","221","221","221","4286.541695369368","4286.541695369368","4286.541695369368","221","221","221","4232.730805146884","4232.730805146884","4232.730805146884","221","221","221","4480.106420739754","4480.106420739754","4480.106420739754"
"16000000","222","222","222","3946.7952880778475","3946.7952880778475","3946.7952880778475","222","222","222","4049.828220565543","4049.828220565543","4049.828220565543","222","222","222","3961.2696902592056","3961.2696902592056","3961.2696902592056","222","222","222","4059.723484044206","4059.723484044206","4059.723484044206","222","222","222","4267.074103461491","4267.074103461491","4267.074103461491","222","222","222","4198.467866133487","4198.467866133487","4198.467866133487","222","222","222","4521.302690336911","4521.302690336911","4521.302690336911"
"16080000","223","223","223","3990.7956373710304","3990.7956373710304","3990.7956373710304","223","223","223","4047.4867396527043","4047.4867396527043","4047.4867396527043","223","223","223","3890.0359793499583","3890.0359793499583","3890.0359793499583","223","223","223","4028.497602358493","4028.497602358493","4028.497602358493","223","223","223","4347.679698786616","4347.679698786616","4347.679698786616","223","223","223","4213.210602192348","4213.210602192348","4213.210602192348","223","223","223","4553.021484342424","4553.021484342424","4553.021484342424"
"16160000","224","224","224","3991.8023244168553","3991.8023244168553","3991.8023244168553","224","224","224","4103.28745029663","4103.28745029663","4103.28745029663","224","224","224","4038.7960291399236","4038.7960291399236","4038.7960291399236","224","224","224","3990.8725351596922","3990.8725351596922","3990.8725351596922","224","224","224","4379.436611889711","4379.436611889711","4379.436611889711","224","224","224","4160.933597653218","4160.933597653218","4160.933597653218","224","224","224","4535.794572260844","4535.794572260844","4535.794572260844"
"16240000","225","225","225","3998.715129054078","3998.715129054078","3998.715129054078","225","225","225","4041.5235624523184","4041.5235624523184","4041.5235624523184","225","225","225","4081.9382526912887","4081.9382526912887","4081.9382526912887","225","225","225","3969.495034860508","3969.495034860508","3969.495034860508","225","225","225","4317.868523490231","4317.868523490231","4317.868523490231","225","225","225","4251.399123188533","4251.399123188533","4251.399123188533","225","225","225","4514.299666419877","4514.299666419877","4514.299666419877"
"16320000","226","226","226","4032.846661934139","4032.846661934139","4032.846661934139","226","226","226","4067.534381920444","4067.534381920444","4067.534381920444","226","226","226","4081.658179394577","4081.658179394577","4081.658179394577","226","226","226","4051.817521024379","4051.817521024379","4051.817521024379","226","226","226","4314.913246165954","4314.913246165954","4314.913246165954","226","226","226","4215.265406873421","4215.265406873421","4215.265406873421","226","226","226","4588.167355248661","4588.167355248661","4588.167355248661"
"16400000","227","227","227","3973.485357467728","3973.485357467728","3973.485357467728","227","227","227","4059.648676045592","4059.648676045592","4059.648676045592","227","227","227","3996.753248558237","3996.753248558237","3996.753248558237","227","227","227","4007.571070825881","4007.571070825881","4007.571070825881","227","227","227","4278.387224461379","4278.387224461379","4278.387224461379","227","227","227","4287.319497085022","4287.319497085022","4287.319497085022","227","227","227","4458.692802022097","4458.692802022097","4458.692802022097"
"16480000","228","228","228","3987.974800558969","3987.974800558969","3987.974800558969","228","228","228","4028.7610420594674","4028.7610420594674","4028.7610420594674","228","228","228","3940.553586870826","3940.553586870826","3940.553586870826","228","228","228","4017.209557304014","4017.209557304014","4017.209557304014","228","228","228","4308.358409892503","4308.358409892503","4308.358409892503","228","228","228","4244.232313522918","4244.232313522918","4244.232313522918","228","228","228","4493.788872136238","4493.788872136238","4493.788872136238"
"16560000","229","229","229","4027.725449584723","4027.725449584723","4027.725449584723","229","229","229","4054.4352097461356","4054.4352097461356","4054.4352097461356","229","229","229","4063.4265876546124","4063.4265876546124","4063.4265876546124","229","229","229","4108.324166896813","4108.324166896813","4108.324166896813","229","229","229","4350.541265406029","4350.541265406029","4350.541265406029","229","229","229","4324.759901960551","4324.759901960551","4324.759901960551","229","229","229","4579.914210243174","4579.914210243174","4579.914210243174"
"16640000","231","231","231","3967.266252942518","3967.266252942518","3967.266252942518","231","231","231","4149.050652072691","4149.050652072691","4149.050652072691","231","231","231","4034.2401295407267","4034.2401295407267","4034.2401295407267","231","231","231","4057.2620648777993","4057.2620648777993","4057.2620648777993","231","231","231","4350.443191782853","4350.443191782853","4350.443191782853","231","231","231","4231.695613373677","4231.695613373677","4231.695613373677","231","231","231","4443.189100988981","4443.189100988981","4443.189100988981"
"16720000","232","232","232","3916.516869485719","3916.516869485719","3916.516869485719","232","232","232","4056.2938914651677","4056.2938914651677","4056.2938914651677","232","232","232","4041.4090150840857","4041.4090150840857","4041.4090150840857","232","232","232","3964.0981922068363","3964.0981922068363","3964.0981922068363","232","232","232","4368.021577781206","4368.021577781206","4368.021577781206","232","232","232","4190.9701397951585","4190.9701397951585","4190.9701397951585","232","232","232","4542.553095868488","4542.553095868488","4542.553095868488"
"16800000","233","233","233","3920.527046074453","3920.527046074453","3920.527046074453","233","233","233","3982.1618026646274","3982.1618026646274","3982.1618026646274","233","233","233","3961.894026500589","3961.894026500589","3961.894026500589","233","233","233","4060.9143702281544","4060.9143702281544","4060.9143702281544","233","233","233","4325.479932129187","4325.479932129187","4325.479932129187","233","233","233","4301.549994014014","4301.549994014014","4301.549994014014","233","233","233","4550.203548599794","4550.203548599794","4550.203548599794"
"16880000","234","234","234","3945.0573075643506","3945.0573075643506","3945.0573075643506","234","234","234","4032.711983224769","4032.711983224769","4032.711983224769","234","234","234","4080.0329088747917","4080.0329088747917","4080.0329088747917","234","234","234","4051.2388894676687","4051.2388894676687","4051.2388894676687","234","234","234","4370.627200722837","4370.627200722837","4370.627200722837","234","234","234","4173.1602659218","4173.1602659218","4173.1602659218","234","234","234","4588.387191370633","4588.387191370633","4588.387191370633"
"16960000","235","235","235","3924.0414543788233","3924.0414543788233","3924.0414543788233","235","235","235","4043.2135762973994","4043.2135762973994","4043.2135762973994","235","235","235","4077.7853859784955","4077.7853859784955","4077.7853859784955","235","235","235","3958.843582791583","3958.843582791583","3958.843582791583","235","235","235","4348.205183189537","4348.205183189537","4348.205183189537","235","235","235","4341.287036294334","4341.287036294334","4341.287036294334","235","235","235","4492.564121512852","4492.564121512852","4492.564121512852"
"17040000","236","236","236","3954.570584933806","3954.570584933806","3954.570584933806","236","236","236","4054.9872940356377","4054.9872940356377","4054.9872940356377","236","236","236","4057.69148033651","4057.69148033651","4057.69148033651","236","236","236","4037.252255123448","4037.252255123448","4037.252255123448","236","236","236","4237.29598473981","4237.29598473981","4237.29598473981","236","236","236","4238.380423765355","4238.380423765355","4238.380423765355","236","236","236","4500.7671097434795","4500.7671097434795","4500.7671097434795"
"17120000","237","237","237","3973.7701985015838","3973.7701985015838","3973.7701985015838","237","237","237","4048.0011071860986","4048.0011071860986","4048.0011071860986","237","237","237","4096.244056540656","4096.244056540656","4096.244056540656","237","237","237","3966.2937958789735","3966.2937958789735","3966.2937958789735","237","237","237","4310.445055421536","4310.445055421536","4310.445055421536","237","237","237","4134.724172864773","4134.724172864773","4134.724172864773","237","237","237","4522.559653618917","4522.559653618917","4522.559653618917"
"17200000","238","238","238","4019.214455578121","4019.214455578121","4019.214455578121","238","238","238","4028.6018298941244","4028.6018298941244","4028.6018298941244","238","238","238","4073.811449045861","4073.811449045861","4073.811449045861","238","238","238","4107.0054721834995","4107.0054721834995","4107.0054721834995","238","238","238","4347.147340003783","4347.147340003783","4347.147340003783","238","238","238","4335.414296911731","4335.414296911731","4335.414296911731","238","238","238","4479.704160237588","4479.704160237588","4479.704160237588"
"17280000","239","239","239","4011.988189320179","4011.988189320179","4011.988189320179","239","239","239","4022.299321049187","4022.299321049187","4022.299321049187","239","239","239","4047.9869786686477","4047.9869786686477","4047.9869786686477","239","239","239","4065.01719325943","4065.01719325943","4065.01719325943","239","239","239","4259.23305536039","4259.23305536039","4259.23305536039","239","239","239","4331.129230400791","4331.129230400791","4331.129230400791","239","239","239","4513.160184928955","4513.160184928955","4513.160184928955"
"17360000","241","241","241","4019.6099430445174","4019.6099430445174","4019.6099430445174","241","241","241","3969.9515200841442","3969.9515200841442","3969.9515200841442","241","241","241","4043.249323904581","4043.249323904581","4043.249323904581","241","241","241","4071.423002491748","4071.423002491748","4071.423002491748","241","241","241","4322.227944733459","4322.227944733459","4322.227944733459","241","241","241","4282.154358496028","4282.154358496028","4282.154358496028","241","241","241","4582.222294987728","4582.222294987728","4582.222294987728"
"17440000","242","242","242","4003.044689177996","4003.044689177996","4003.044689177996","242","242","242","4093.33855150796","4093.33855150796","4093.33855150796","242","242","242","3990.2668847732443","3990.2668847732443","3990.2668847732443","242","242","242","4099.979839651562","4099.979839651562","4099.979839651562","242","242","242","4320.049445238777","4320.049445238777","4320.049445238777","242","242","242","4301.04153797908","4301.04153797908","4301.04153797908","242","242","242","4540.920538234854","4540.920538234854","4540.920538234854"
"17520000","243","243","243","3940.2062561462235","3940.2062561462235","3940.2062561462235","243","243","243","4046.5833095797598","4046.5833095797598","4046.5833095797598","243","243","243","4078.1596876226713","4078.1596876226713","4078.1596876226713","243","243","243","4058.3343120849822","4058.3343120849822","4058.3343120849822","243","243","243","4280.273537180176","4280.273537180176","4280.273537180176","243","243","243","4279.837569441037","4279.837569441037","4279.837569441037","243","243","243","4602.34739219666","4602.34739219666","4602.34739219666"
"17600000","244","244","244","3905.3618060862027","3905.3618060862027","3905.3618060862027","244","244","244","4014.564654691379","4014.564654691379","4014.564654691379","244","244","244","4111.7523921923985","4111.7523921923985","4111.7523921923985","244","244","244","4102.730095293448","4102.730095293448","4102.730095293448","244","244","244","4287.1970432461985","4287.1970432461985","4287.1970432461985","244","244","244","4350.770043017792","4350.770043017792","4350.770043017792","244","244","244","4473.4855617540525","4473.4855617540525","4473.4855617540525"
"17680000","245","245","245","3909.8547347550148","3909.8547347550148","3909.8547347550148","245","245","245","4099.389476905788","4099.389476905788","4099.389476905788","245","245","245","4056.1839339942317","4056.1839339942317","4056.1839339942317","245","245","245","4063.264416864343","4063.264416864343","4063.264416864343","245","245","245","4332.077626096589","4332.077626096589","4332.077626096589","245","245","245","4351.395397162161","4351.395397162161","4351.395397162161","245","245","245","4540.722552139128","4540.722552139128","4540.722552139128"
"17760000","246","246","246","4008.4618458213345","4008.4618458213345","4008.4618458213345","246","246","246","4061.8716596185186","4061.8716596185186","4061.8716596185186","246","246","246","3850.522275310171","3850.522275310171","3850.522275310171","246","246","246","3974.2199109692956","3974.2199109692956","3974.2199109692956","246","246","246","4347.681990402359","4347.681990402359","4347.681990402359","246","246","246","4301.889479590546","4301.889479590546","4301.889479590546","246","246","246","4481.1175990710635","4481.1175990710635","4481.1175990710635"
"17840000","247","247","247","4017.7114812105383","4017.7114812105383","4017.7114812105383","247","247","247","4047.7989204503074","4047.7989204503074","4047.7989204503074","247","247","247","4041.793709319897","4041.793709319897","4041.793709319897","247","247","247","4095.393757309147","4095.393757309147","4095.393757309147","247","247","247","4383.255771335615","4383.255771335615","4383.255771335615","247","247","247","4258.4843550278165","4258.4843550278165","4258.4843550278165","247","247","247","4501.794109523234","4501.794109523234","4501.794109523234"
"17920000","248","248","248","3953.8350221388537","3953.8350221388537","3953.8350221388537","248","248","248","4026.6486356017567","4026.6486356017567","4026.6486356017567","248","248","248","4135.105171445447","4135.105171445447","4135.105171445447","248","248","248","4142.5029065485305","4142.5029065485305","4142.5029065485305","248","248","248","4325.745610785909","4325.745610785909","4325.745610785909","248","248","248","4242.224716603824","4242.224716603824","4242.224716603824","248","248","248","4604.699280346393","4604.699280346393","4604.699280346393"
"18000000","249","249","249","4015.3998381876127","4015.3998381876127","4015.3998381876127","249","249","249","4072.0429376078437","4072.0429376078437","4072.0429376078437","249","249","249","4105.971072230753","4105.971072230753","4105.971072230753","249","249","249","4182.556513578786","4182.556513578786","4182.556513578786","249","249","249","4329.094531666764","4329.094531666764","4329.094531666764","249","249","249","4322.49201754151","4322.49201754151","4322.49201754151","249","249","249","4581.703848669264","4581.703848669264","4581.703848669264"
"18080000","251","251","251","3948.9542761910902","3948.9542761910902","3948.9542761910902","251","251","251","4109.254864521519","4109.254864521519","4109.254864521519","251","251","251","4048.049414377693","4048.049414377693","4048.049414377693","251","251","251","4127.528994263004","4127.528994263004","4127.528994263004","251","251","251","4349.478246415083","4349.478246415083","4349.478246415083","251","251","251","4297.336969587725","4297.336969587725","4297.336969587725","251","251","251","4577.776698204458","4577.776698204458","4577.776698204458"
"18160000","252","252","252","3956.139763535838","3956.139763535838","3956.139763535838","252","252","252","4067.034719033121","4067.034719033121","4067.034719033121","252","252","252","4090.329067063837","4090.329067063837","4090.329067063837","252","252","252","4067.810396076965","4067.810396076965","4067.810396076965","252","252","252","4363.528336488195","4363.528336488195","4363.528336488195","252","252","252","4389.975917513911","4389.975917513911","4389.975917513911","252","252","252","4556.088326395785","4556.088326395785","4556.088326395785"
"18240000","253","253","253","4031.7216090735556","4031.7216090735556","4031.7216090735556","253","253","253","4081.124464683996","4081.124464683996","4081.124464683996","253","253","253","4094.318375724877","4094.318375724877","4094.318375724877","253","253","253","4098.636246349809","4098.636246349809","4098.636246349809","253","253","253","4308.7198742728415","4308.7198742728415","4308.7198742728415","253","253","253","4320.426240786996","4320.426240786996","4320.426240786996","253","253","253","4570.573509792742","4570.573509792742","4570.573509792742"
"18320000","254","254","254","3976.3395231712966","3976.3395231712966","3976.3395231712966","254","254","254","4104.886369738435","4104.886369738435","4104.886369738435","254","254","254","4071.528211709002","4071.528211709002","4071.528211709002","254","254","254","4067.951836113025","4067.951836113025","4067.951836113025","254","254","254","4257.539618626057","4257.539618626057","4257.539618626057","254","254","254","4267.304465876375","4267.304465876375","4267.304465876375","254","254","254","4570.626970900027","4570.626970900027","4570.626970900027"
"18400000","255","255","255","4014.495655474943","4014.495655474943","4014.495655474943","255","255","255","4044.2947093743423","4044.2947093743423","4044.2947093743423","255","255","255","4069.4008866169524","4069.4008866169524","4069.4008866169524","255","255","255","4086.538786727827","4086.538786727827","4086.538786727827","255","255","255","4238.532623939279","4238.532623939279","4238.532623939279","255","255","255","4307.09100715734","4307.09100715734","4307.09100715734","255","255","255","4554.6849888434535","4554.6849888434535","4554.6849888434535"
"18480000","256","256","256","3923.8415267783057","3923.8415267783057","3923.8415267783057","256","256","256","4046.9839518203808","4046.9839518203808","4046.9839518203808","256","256","256","4063.207637227481","4063.207637227481","4063.207637227481","256","256","256","4088.3551720235746","4088.3551720235746","4088.3551720235746","256","256","256","4325.891650282809","4325.891650282809","4325.891650282809","256","256","256","4332.167370835288","4332.167370835288","4332.167370835288","256","256","256","4573.5226211129","4573.5226211129","4573.5226211129"
"18560000","257","257","257","4005.3934785127763","4005.3934785127763","4005.3934785127763","257","257","257","4075.756033655336","4075.756033655336","4075.756033655336","257","257","257","3999.697181357561","3999.697181357561","3999.697181357561","257","257","257","3972.521348570005","3972.521348570005","3972.521348570005","257","257","257","4290.945567000845","4290.945567000845","4290.945567000845","257","257","257","4296.433649918717","4296.433649918717","4296.433649918717","257","257","257","4524.088847328702","4524.088847328702","4524.088847328702"
"18640000","258","258","258","4033.0907358424242","4033.0907358424242","4033.0907358424242","258","258","258","4108.062247438448","4108.062247438448","4108.062247438448","258","258","258","4001.8342955144676","4001.8342955144676","4001.8342955144676","258","258","258","4039.951627650029","4039.951627650029","4039.951627650029","258","258","258","4290.399245496601","4290.399245496601","4290.399245496601","258","258","258","4392.482057302464","4392.482057302464","4392.482057302464","258","258","258","4555.974775958388","4555.974775958388","4555.974775958388"
"18720000","259","259","259","3898.103581694806","3898.103581694806","3898.103581694806","259","259","259","4094.25627553417","4094.25627553417","4094.25627553417","259","259","259","4066.258238070077","4066.258238070077","4066.258238070077","259","259","259","4145.359110322188","4145.359110322188","4145.359110322188","259","259","259","4249.548583423268","4249.548583423268","4249.548583423268","259","259","259","4343.092472379305","4343.092472379305","4343.092472379305","259","259","259","4625.916754240762","4625.916754240762","4625.916754240762"
"18800000","261","261","261","4012.048917086805","4012.048917086805","4012.048917086805","261","261","261","4089.9239658339234","4089.9239658339234","4089.9239658339234","261","261","261","3999.7587144101685","3999.7587144101685","3999.7587144101685","261","261","261","4147.9033228011895","4147.9033228011895","4147.9033228011895","261","261","261","4314.834460825669","4314.834460825669","4314.834460825669","261","261","261","4377.947306987039","4377.947306987039","4377.947306987039","261","261","261","4561.742161823521","4561.742161823521","4561.742161823521"
"18880000","262","262","262","4028.8856083439155","4028.8856083439155","4028.8856083439155","262","262","262","4083.583514401619","4083.583514401619","4083.583514401619","262","262","262","4029.995227762099","4029.995227762099","4029.995227762099","262","262","262","4115.735313413752","4115.735313413752","4115.735313413752","262","262","262","4352.115861400132","4352.115861400132","4352.115861400132","262","262","262","4377.465017412125","4377.465017412125","4377.465017412125","262","262","262","4597.15062299738","4597.15062299738","4597.15062299738"
"18960000","263","263","263","4020.4999878463373","4020.4999878463373","4020.4999878463373","263","263","263","4134.051966264711","4134.051966264711","4134.051966264711","263","263","263","4021.3184395831777","4021.3184395831777","4021.3184395831777","263","263","263","4126.923506264655","4126.923506264655","4126.923506264655","263","263","263","4350.018643520101","4350.018643520101","4350.018643520101","263","263","263","4437.019922887678","4437.019922887678","4437.019922887678","263","263","263","4591.500080548509","4591.500080548509","4591.500080548509"
"19040000","264","264","264","3995.7460848611577","3995.7460848611577","3995.7460848611577","264","264","264","4072.941206896692","4072.941206896692","4072.941206896692","264","264","264","4078.975452697511","4078.975452697511","4078.975452697511","264","264","264","4077.2014715573096","4077.2014715573096","4077.2014715573096","264","264","264","4285.10455977596","4285.10455977596","4285.10455977596","264","264","264","4337.235945439811","4337.235945439811","4337.235945439811","264","264","264","4596.597727195202","4596.597727195202","4596.597727195202"
"19120000","265","265","265","3883.8461931971588","3883.8461931971588","3883.8461931971588","265","265","265","4062.7271087299873","4062.7271087299873","4062.7271087299873","265","265","265","4117.634786897525","4117.634786897525","4117.634786897525","265","265","265","4140.618981629426","4140.618981629426","4140.618981629426","265","265","265","4326.314271625377","4326.314271625377","4326.314271625377","265","265","265","4313.220769857349","4313.220769857349","4313.220769857349","265","265","265","4531.182506400503","4531.182506400503","4531.182506400503"
"19200000","266","266","266","4055.31240440174","4055.31240440174","4055.31240440174","266","266","266","3999.6529264760443","3999.6529264760443","3999.6529264760443","266","266","266","3960.17201641359","3960.17201641359","3960.17201641359","266","266","266","4020.7773926239706","4020.7773926239706","4020.7773926239706","266","266","266","4303.197715796533","4303.197715796533","4303.197715796533","266","266","266","4394.031082099269","4394.031082099269","4394.031082099269","266","266","266","4629.4117488831225","4629.4117488831225","4629.4117488831225"
"19280000","267","267","267","3996.8997773908545","3996.8997773908545","3996.8997773908545","267","267","267","4098.137521352226","4098.137521352226","4098.137521352226","267","267","267","4073.1175443376624","4073.1175443376624","4073.1175443376624","267","267","267","4045.031099250997","4045.031099250997","4045.031099250997","267","267","267","4335.1662435770095","4335.1662435770095","4335.1662435770095","267","267","267","4284.273674161146","4284.273674161146","4284.273674161146","267","267","267","4578.719567431235","4578.719567431235","4578.719567431235"
"19360000","268","268","268","4065.3041199048466","4065.3041199048466","4065.3041199048466","268","268","268","4085.574966798495","4085.574966798495","4085.574966798495","268","268","268","4079.549639009624","4079.549639009624","4079.549639009624","268","268","268","4140.123861895026","4140.123861895026","4140.123861895026","268","268","268","4308.77329894506","4308.77329894506","4308.77329894506","268","268","268","4401.218632446073","4401.218632446073","4401.218632446073","268","268","268","4610.992197661688","4610.992197661688","4610.992197661688"
"19440000","269","269","269","3951.3789429915246","3951.3789429915246","3951.3789429915246","269","269","269","4080.6487686313544","4080.6487686313544","4080.6487686313544","269","269","269","4088.019425567585","4088.019425567585","4088.019425567585","269","269","269","4112.945494660124","4112.945494660124","4112.945494660124","269","269","269","4331.382563571622","4331.382563571622","4331.382563571622","269","269","269","4346.574142659692","4346.574142659692","4346.574142659692","269","269","269","4579.5045560304325","4579.5045560304325","4579.5045560304325"
"19520000","271","271","271","3906.789209299932","3906.789209299932","3906.789209299932","271","271","271","4019.5777867466722","4019.5777867466722","4019.5777867466722","271","271","271","4089.220341473422","4089.220341473422","4089.220341473422","271","271","271","4084.375903339649","4084.375903339649","4084.375903339649","271","271","271","4316.368832203073","4316.368832203073","4316.368832203073","271","271","271","4322.373543823482","4322.373543823482","4322.373543823482","271","271","271","4533.250265375235","4533.250265375235","4533.250265375235"
"19600000","272","272","272","4071.8155794774343","4071.8155794774343","4071.8155794774343","272","272","272","4123.021278770184","4123.021278770184","4123.021278770184","272","272","272","4100.464799990829","4100.464799990829","4100.464799990829","272","272","272","4060.212582333642","4060.212582333642","4060.212582333642","272","272","272","4343.201944405353","4343.201944405353","4343.201944405353","272","272","272","4236.368174109788","4236.368174109788","4236.368174109788","272","272","272","4569.588098203729","4569.588098203729","4569.588098203729"
"19680000","273","273","273","4057.0485159139366","4057.0485159139366","4057.0485159139366","273","273","273","4048.115841140476","4048.115841140476","4048.115841140476","273","273","273","4082.8508679527686","4082.8508679527686","4082.8508679527686","273","273","273","4102.083764712888","4102.083764712888","4102.083764712888","273","273","273","4360.349355066648","4360.349355066648","4360.349355066648","273","273","273","4389.978653434793","4389.978653434793","4389.978653434793","273","273","273","4573.086616020611","4573.086616020611","4573.086616020611"
"19760000","274","274","274","4051.6167686553235","4051.6167686553235","4051.6167686553235","274","274","274","4099.301422407312","4099.301422407312","4099.301422407312","274","274","274","4112.161174683369","4112.161174683369","4112.161174683369","274","274","274","4134.429989351335","4134.429989351335","4134.429989351335","274","274","274","4258.576298595659","4258.576298595659","4258.576298595659","274","274","274","4349.919335080296","4349.919335080296","4349.919335080296","274","274","274","4567.6639596632085","4567.6639596632085","4567.6639596632085"
"19840000","275","275","275","3996.537525629382","3996.537525629382","3996.537525629382","275","275","275","4110.986277826158","4110.986277826158","4110.986277826158","275","275","275","4020.7510056120527","4020.7510056120527","4020.7510056120527","275","275","275","4111.3625602204065","4111.3625602204065","4111.3625602204065","275","275","275","4382.728380158738","4382.728380158738","4382.728380158738","275","275","275","4398.524392225195","4398.524392225195","4398.524392225195","275","275","275","4508.554025568667","4508.554025568667","4508.554025568667"
"19920000","276","276","276","4000.0446862027866","4000.0446862027866","4000.0446862027866","276","276","276","4080.5384039281516","4080.5384039281516","4080.5384039281516","276","276","276","3967.911629949542","3967.911629949542","3967.911629949542","276","276","276","4049.41961759718","4049.41961759718","4049.41961759718","276","276","276","4354.517223593417","4354.517223593417","4354.517223593417","276","276","276","4417.373034136881","4417.373034136881","4417.373034136881","276","276","276","4624.1972517914055","4624.1972517914055","4624.1972517914055"
